0, 6.702271, 0.4446903
1, 15.43634, 0.6192513
2, 3.065104, 0.4656196
3, 12.70039, 0.1079241
4, 2.709719, 0.4554031
5, 11.03312, 0.456819
6, 17.53438, 0.6897912
7, 8.013638, 0.4416603
8, 22.59501, 0.832203
9, 13.05806, 0.5381979
10, 5.88694, 0.4392092
11, 16.45234, 0.6259747
12, 21.54403, 0.8101838
13, 4.101328, 0.4473081
14, 11.7731, 0.477591
15, 12.8573, 0.279908
16, 5.013485, 0.4641357
17, 13.15968, 0.5257677
18, 18.28037, 0.7062033
19, 4.261795, 0.4328868
20, 18.21113, 0.6832322
21, 19.79736, 0.7518942
22, 12.12484, 0.4777097
23, 6.236553, 0.4700063
24, 6.588823, 0.4311127
25, 11.83124, 0.5043467
26, 5.622903, 0.3117095
27, 16.66775, 0.7789974
28, 11.9776, 0.5037323
29, 17.39391, 0.1467321
30, 3.371671, 0.3554212
31, 17.33522, 0.3631261
32, 3.70265, 0.4559812
33, 18.40471, 0.7003543
34, 5.386266, 0.3760992
35, 17.37596, 0.6516751
36, 14.1845, 0.5309455
37, 6.057609, 0.4782775
38, 19.60038, 0.7363244
39, 2.606874, 0.5673967
40, 22.21297, 0.834805
41, 10.60503, 0.4002004
42, 6.02702, 0.3372557
43, 11.7232, 0.512351
44, 6.862505, 0.3814752
45, 17.48382, 0.6616197
46, 17.77108, 0.6765606
47, 20.12918, 0.7746437
48, 9.302629, 0.41888
49, 3.533772, 0.2761326
