0, 4.343253, 0.2088797,test
1, 3.676333, 0.2634104,test
2, 6.280358, 0.2265155,test
3, 7.344831, 0.2345618,test
4, 19.17399, 0.7244389,test
5, 3.669127, 0.3734322,test
6, 14.60083, 0.5749967,test
7, 7.381347, 0.3798918,test
8, 5.866336, 0.185189,test
0, 10.60375, 0.4449667,test
1, 8.298109, 0.381354,test
2, 12.21074, 0.8657327,test
3, 21.61474, 0.5893987,test
4, 17.03899, 0.6874552,test
5, 10.99464, 0.4617968,test
6, 9.629416, 0.6398247,test
7, 4.787561, 0.3806068,test
8, 18.09962, 0.9906902,test
9, 21.10571, 0.5297921,test
10, 12.96353, 0.4768661,test
11, 16.09324, 0.6287713,test
12, 5.647663, 0.965624,test
13, 11.75733, 0.3620707,test
14, 18.60845, 0.6849561,test
15, 3.489425, 0.408135,test
16, 11.69602, 0.4915525,test
17, 2.652451, 0.356954,test
18, 5.061665, 0.4020038,test
19, 8.86347, 0.5149322,test
20, 8.631899, 0.4150582,test
21, 17.93898, 0.5315548,test
22, 2.763421, 0.3342503,test
23, 7.974135, 0.6997442,test
24, 6.462472, 0.3991134,test
25, 3.012941, 0.4124618,test
26, 17.92016, 0.7067555,test
27, 5.655669, 0.4043683,test
28, 5.400261, 0.3876854,test
29, 4.442769, 0.4126194,test
30, 10.19285, 0.4680195,test
31, 4.761286, 0.5704697,test
32, 19.72977, 0.4752706,test
33, 18.56025, 0.6989071,test
34, 18.6235, 0.6950104,test
35, 3.829029, 0.9361145,test
36, 14.69323, 0.6516436,test
37, 10.16084, 0.4743202,test
38, 4.58065, 0.41191,test
39, 20.7776, 0.7779218,test
40, 10.19013, 0.5431011,test
41, 4.476914, 0.3550385,test
42, 11.47232, 0.2059784,test
43, 18.93578, 0.6094937,test
44, 18.14311, 0.6896802,test
45, 11.70085, 0.7058742,test
0, 10.48781, 0.4055201,test
1, 2.766046, 0.3894122,test
2, 3.153971, 0.7056117,test
3, 2.613659, 0.3399969,test
4, 12.96703, 0.7030324,test
5, 16.78814, 0.6533984,test
6, 4.019236, 0.3901049,test
7, 18.23776, 0.6842686,test
8, 8.743649, 0.4071404,test
9, 13.45674, 0.576796,test
10, 17.86564, 0.6845881,test
11, 15.72534, 0.5954995,test
12, 8.696413, 0.3276321,test
13, 3.495077, 0.6192423,test
14, 18.55222, 0.7013263,test
15, 21.2768, 0.7993468,test
16, 4.617855, 0.5727467,test
17, 21.13931, 0.7883078,test
0, 15.93633, 0.6323073,test
1, 12.11996, 0.4938386,test
2, 12.31274, 0.5071813,test
3, 5.707773, 0.4002643,test
4, 6.50418, 0.3643474,test
5, 4.778046, 0.5454776,test
6, 12.67228, 0.7688903,test
7, 16.19857, 0.3049232,test
8, 9.828053, 0.5494133,test
9, 13.65682, 0.5713071,test
10, 13.40032, 0.1758778,test
11, 2.932617, 0.597256,test
12, 20.74258, 0.7900114,test
13, 9.613311, 0.4113554,test
14, 6.481367, 0.3932415,test
15, 21.17915, 0.606656,test
16, 19.03824, 0.7454849,test
17, 4.823722, 0.3347798,test
18, 6.78537, 0.3736916,test
19, 9.365544, 0.4519879,test
20, 13.88413, 0.5721053,test
21, 10.90543, 0.3551795,test
22, 2.547279, 0.380195,test
23, 8.252405, 0.6073012,test
24, 22.03738, 0.7811127,test
0, 4.8786, 0.6400555,test
1, 12.09728, 0.4870167,test
2, 7.774034, 0.4279527,test
3, 9.013228, 0.4467766,test
4, 7.02773, 0.7408168,test
5, 5.374047, 0.4111368,test
6, 20.00269, 0.7500026,test
7, 14.86796, 0.5879503,test
8, 12.43537, 0.5100825,test
9, 21.44025, 0.7939379,test
10, 15.54651, 0.602681,test
11, 9.767201, 0.5493452,test
12, 17.46062, 0.6529359,test
13, 4.288461, 0.3886138,test
14, 19.53127, 0.7196124,test
15, 18.49393, 0.7029743,test
16, 21.67629, 0.7919976,test
17, 12.44128, 0.5246111,test
18, 3.286245, 0.359158,test
19, 2.791525, 0.3488051,test
20, 10.08272, 0.4869191,test
21, 8.255934, 0.3876461,test
22, 8.796056, 0.4272977,test
23, 3.810128, 0.3999152,test
24, 10.37567, 0.454472,test
25, 16.90954, 0.6796658,test
26, 15.15317, 0.6740381,test
27, 16.1291, 0.4090814,test
28, 7.488453, 0.3952079,test
29, 17.29623, 0.5415981,test
0, 11.62421, 0.4707767,test
1, 8.140113, 0.6145203,test
2, 20.07261, 0.6567521,test
3, 22.79648, 0.8508642,test
4, 12.73147, 0.5267137,test
5, 13.44279, 0.4751016,test
6, 7.863388, 0.4069055,test
7, 11.66768, 0.9409539,test
8, 19.29379, 0.7181671,test
9, 18.74704, 0.4819723,test
10, 19.26083, 0.7039152,test
11, 19.02557, 0.6569142,test
12, 17.60984, 0.6585587,test
13, 3.416776, 0.3830281,test
14, 2.706974, 0.6937723,test
15, 3.671499, 0.3344856,test
16, 16.46276, 0.6646619,test
17, 15.71601, 0.8070918,test
18, 22.78084, 0.8617918,test
19, 8.473984, 0.4324691,test
20, 11.62782, 0.4944347,test
21, 4.99426, 0.3420152,test
22, 16.36422, 0.6249885,test
23, 11.27592, 0.497987,test
24, 18.363, 0.7107894,test
25, 6.177753, 0.4015228,test
26, 4.007772, 0.6078342,test
27, 20.51137, 0.6210226,test
28, 18.65368, 0.7306343,test
29, 3.402182, 0.5058261,test
30, 11.31053, 0.4682552,test
31, 19.48788, 0.7317462,test
32, 8.44623, 0.443297,test
33, 8.47068, 0.6017841,test
34, 4.287249, 0.4560952,test
35, 2.50351, 0.3598762,test
36, 21.8029, 0.7954664,test
37, 14.81423, 0.602128,test
38, 11.06991, 0.4930298,test
39, 11.6181, 0.2154841,test
40, 7.86047, 0.6336142,test
41, 19.445, 0.7167429,test
42, 18.21064, 0.7156576,test
43, 20.48899, 0.6771177,test
44, 20.3456, 0.7468467,test
